news, date 
SBP to increase financial inclusion of SMEs to 17pc by 2020: official,August 28 2018
LCCI expects good planning for PSEs,August 28 2018
Gas price differential main reason for accumulating circular debt,August 28 2018
Yellow metal price recovers value hedging remains temperate,August 28 2018
Scarcity of better grade of lint keeps buying selective amid firm physical prices,August 28 2018
Greenback remains flat in value versus domestic unit,August 28 2018
European stocks boosted by NAFTA deal progress Fed’s Powell,August 28 2018
Musk’s U-turn on Tesla deal could intensify his legal regulatory woes,August 28 2018
Chinese bitcoin mining rig makers aim to raise billions in HK IPOs: sources,August 28 2018
Nissan launches China-focused electric car,August 28 2018
German business morale rises for first time this year amid trade truce,August 28 2018
Tesla shares fall 5 percent after Musk abandons buyout,August 28 2018
Turkish lira slides 3 percent as markets reopen eyes on US stand-off,August 28 2018
‘No grass’: Europe’s livestock sector stricken by drought,August 28 2018
S African farmers ‘furious’ over Trump land reform tweet,August 28 2018
US wants quick progress on EU trade issues officials say,August 28 2018
Bubble concerns mount in Iceland as tourism surge drives asset property prices,August 28 2018
The longest bull then and now: How financial conditions have changed,August 28 2018
Kuwait terminates more than 3000 expat public sector employees,August 28 2018
Bahrain set to be next GCC country to introduce VAT,August 27 2018
Trump says Mexico trade deal near; NAFTA hurdles seen easing,August 27 2018
US sanctions on Russia tied to UK spy attack to take effect Monday,August 27 2018
‘Private’ mess: Musk’s credibility goes from bad to worse,August 27 2018
No Saudi Aramco IPO? No problem potentially for Saudi Arabia’s investment dreams,August 27 2018
China’s Didi suspends carpool service after murder,August 27 2018
French govt trims growth forecast for 2019 budget — PM,August 27 2018
Iran awaiting European guarantees on oil sales banking: Zarif,August 27 2018
Functioning Apple computer built in 1970s up for auction,August 27 2018
US stock fund investors show no fear of King Dollar,August 27 2018
Fed’s Powell defends policy of gradual interest rate hikes,August 26 2018
Bullard warns of recession risk in raising rates,August 26 2018
Erdogan says commitment of all Turks needed to combat attacks on economy,August 26 2018
Lacklustre prevails at cotton market during past week,August 26 2018
Greenback remains flat in value versus rupee,August 26 2018
Yellow metal price regains firmness on Gold Futures hedging,August 26 2018
Business as usual for Australian economy under new PM,August 26 2018
Tesla CEO Musk drops pursuit of $72 billion take-private deal,August 26 2018
Much detail little progress in US-China talks sources say,August 26 2018
Airbnb sues New York over ‘government overreach’,August 26 2018
Tunisair wants government backing to lay off 1200 workers,August 26 2018
Norway’s $1 trillion wealth fund should keep oil stocks — government commission,August 26 2018
IMF sees pickup in Saudi Arabia’s economy,August 26 2018
Asian markets mixed after trade talks Aussie dollar pares losses,August 26 2018
10-member PFC delegation to participate in Intertextile Shanghai fair,August 26 2018
PSX gains 163 points amid dull trading,August 26 2018
PSDF to provide funds to industries for skills training,August 26 2018
US-China trade talks end with no breakthrough as tariffs kick in,August 26 2018
PPL discovers hydrocarbons in south Sindh,August 26 2018
Gold gains as dollar slips; markets await Fed chairman’s speech,August 26 2018
SECP releases comparative performance of private pension funds,August 25 2018
China’s Huawei slams Australia 5G mobile network ban as ‘politically motivated’,August 25 2018
US economy expected to slow damaged by trade war,August 25 2018
Lebanese economy hammered by political crisis debt,August 25 2018
Canada’s ultra-cheap natural gas drives hopes of petrochemical boom,August 25 2018
Brexiteers fume at Chancellor Hammond’s ‘no deal’ warning,August 25 2018
Germany books record budget surplus in first half,August 25 2018
Waymo sets up subsidiary in Shanghai as Google plans China push,August 25 2018
Asian stocks up on hopes trade tensions ease Trump comments hit dollar,August 25 2018
Like it or not Pakistan needs foreign capital here’s how to make the most of it,August 25 2018
PM Imran Khan’s vision a hope for SAARC countries bringing India Pakistan close together: Iftikhar Malik,August 22 2018
PM’s first address won hearts and minds of the nation,August 22 2018
Oil mixed on tighter US outlook while US-China trade spat weighs,August 22 2018
Gold inches higher as trade talks lift China’s yuan,August 22 2018
Fed’s solo act faces tremors in Turkey and a slower Europe,August 22 2018
India’s small renewables firms fighting consolidation wave,August 22 2018
BHP profit and dividend jump but warns on costs savings,August 22 2018
US tariffs cast a cloud over Huawei’s solar electronics launch,August 22 2018
Korea Exchange says it is checking Merrill Lynch trades because of public concerns,August 22 2018
Iran oil minister: French oil giant Total pulls out of Iran,August 22 2018
Google sued for unwanted tracking of phone locations,August 22 2018
Asia shares nudge up with yuan wary on Sino-US talks,August 22 2018
PSX index closes flat ahead of Eid-ul-Azha holidays,August 22 2018
CPEC spurs Pakistan’s industrial growth up by 5.4% in FY18,August 22 2018
Oil prices slip on concerns over slowing economic growth,August 22 2018
Trump administration less concerned about conserving oil,August 22 2018
Greenback remains firm versus domestic unit,August 22 2018
Serene prevails at lint market with thin trading,August 22 2018
Yellow metal price witnesses correction on Gold Futures hedging,August 22 2018
Confusion reigns as Venezuela braces for release of new banknotes,August 22 2018
Trade war puts new strains on America Inc’s factories in China,August 21 2018
Global luxury brands again chase China’s young rich and spendthrift,August 21 2018
Business economists say Trump tariffs will harm US: survey,August 21 2018
Business leaders’ confidence in UK economy at lowest so far this year — survey,August 21 2018
Turkish lira crisis poses additional risk to German economy: finance ministry,August 21 2018
PepsiCo to buy Israel’s SodaStream in $3.2 billion deal,August 21 2018
Roche’s Alecensa latest beneficiary of faster China drug approvals,August 21 2018
Business economists say Trump tariffs will harm US: survey,August 21 2018
Has the eurozone learned from its Greek odyssey?,August 21 2018
Greece emerges from bailouts relieved but not euphoric,August 21 2018
Unexciting financial results dampen sentiments at PSX,August 20 2018
S Africa land reform debate hots up as showdown looms,August 20 2018
China’s Guangdong to invest $21.8bn each year in 2018-2020 into high-end industry,August 20 2018
French farm aims to grow new crop of farmers,August 20 2018
Venezuela on edge as Maduro unveils raft of economic reforms,August 20 2018
Bitter pills: Erdogan’s possible remedies for Turkey crisis,August 20 2018
‘Everything is business’: Rohingya crisis presents economic opportunity,August 20 2018
Robot wars: China shows off automated doctors teachers and combat stars,August 20 2018
Ghana backpedalling out of banking crisis,August 20 2018
Hammering of copper price a worrying signal for global growth,August 20 2018
Autostrade boss says 500m euros available to help Genoa,August 20 2018
Stocks mixed amid Turkey worries hopes for US-China trade deal,August 20 2018
Imran’s election as PM to herald new era of economic prosperity: SAARC,August 20 2018
PEW underlines need for corporate accountability,August 20 2018
New and fair taxation system needed for Naya Pakistan: RITBA,August 20 2018
PFC hopes Imran Khan will restore confidence of foreign and local investors,August 20 2018
SECP holds awareness session for Rotarians,August 20 2018
Fine grades of cotton remains in demand amid firm physical prices past week,August 20 2018
Gold Futures speculation keep metal price in comfort zone,August 20 2018
Dollar slips as China-US trade worries ebb,August 20 2018
Turkey ready to respond if US imposes more sanctions,August 19 2018
Tesla shares tumble after Musk interview sparks fresh fears,August 19 2018
Maduro orders 96 percent devaluation in hyperinflation-stricken Venezuela,August 19 2018
As Musk admits to job stress Tesla’s board may have to act,August 19 2018
US regulators target Facebook on discriminatory housing ads,August 19 2018
Privacy group tells FTC Google tracking violated 2011 order,August 19 2018
Ex-lawyer of pharma executive Shkreli gets 18 months prison for fraud scheme,August 19 2018
Workers at Chile’s Escondida world’s top copper mine ink contract,August 19 2018
Asian markets bounce back on US-China trade talks,August 19 2018
Women micro-entrepreneurs on the rise,August 19 2018
AkzoNobel NPPMCL join hands for sustainable power generation in Pakistan,August 18 2018
Cement scrips lead PSX index recovery,August 18 2018
BoP posts Rs 6.1bn profit before tax,August 18 2018
Oil prices slip amid fears over global economic growth,August 18 2018
24% Pakistani consumers using online channels for home delivery,August 18 2018
Google employees demand more oversight of China search engine plan,August 18 2018
Malaysia’s second-quarter GDP grows 4.5 percent slowest pace in 1-1/2 years,August 18 2018
Japan July inflation seen ticking up but still far from BOJ target,August 18 2018
Whistleblower accuses Tesla of spying on employees at Gigafactory,August 18 2018
Uber’s new Brazil centre aims to improve safety of cash transactions,August 18 2018
As Nvidia expands in artificial intelligence Intel defends turf,August 18 2018
Apple reassures customers after Australian media reports hack by teen,August 18 2018
Kroger rolls out driverless cars for grocery deliveries,August 18 2018
Asian stocks pare losses after US-China trade talk news,August 18 2018
PSX Index extends loses amid weak financial results,August 18 2018
MIGA issues US$ 66 million worth of guarantees for Hyundai-Nishat Motors Assembly Plant,August 18 2018
SECP amends PSX regulations governing offices of brokers,August 18 2018
Bank Al-Habib declares half-yearly pre-tax profit of Rs. 7.08 billion,August 18 2018
Gold pares losses from 19-month low as US dollar softens,August 18 2018
Yellow metal price remains under correction on speculation gold futures,August 18 2018
Buying in second grade of cotton remains moderate amid depleting fine stocks,August 17 2018
Greenback edges lower in value versus domestic unit,August 17 2018
China US to hold next round of trade talks in late August,August 17 2018
Qatar to aid Turkey currency rallies but US says tariffs to stay,August 17 2018
In Chinese port city Japan’s Toyota lays foundation to ramp up sales,August 17 2018
Japan ships fewer cars to US as export growth slows,August 17 2018
Dollar off 13-month peak emerging currencies up on Sino-US trade talk news,August 17 2018
Pfizer bets on biotech flu vaccine in $425 million BioNTech alliance,August 17 2018
SEC scrutiny of Tesla grows as Goldman hints at adviser role,August 17 2018
Sindh Bank Summit Bank announce merger await SBP approval,August 17 2018
Asian shares slip back lira steady,August 16 2018
Economy and IMF,August 16 2018
African migrants reel as Israeli law cuts into salaries,August 16 2018
Demand for better grades of lint remains higher amid correction in physical prices,August 16 2018
Dollar ends flat in value versus domestic unit,August 16 2018
Yellow metal price witnesses downward correction on Gold Futures dull hedging,August 16 2018
How US Fed is unintentionally squeezing developing economies,August 16 2018
Express Scripts staking out million dollar gene therapies,August 16 2018
China securities fee revenue expected to more than double by 2023,August 16 2018
Turkey increases tariffs on some US imports escalating feud,August 16 2018
New Zealand bans most foreigners from buying homes,August 16 2018
Long-acting injection boosts hopes for GSK’s HIV business,August 16 2018
Turkish lira struggles in Asia but equities see some stability,August 16 2018
NIO seeks to raise $1.8 billion in biggest US listing by China automaker,August 16 2018
Maduro announces curbs to cheap gas in Venezuela,August 16 2018
Oil edges up on Saudi output cut and Iran sanctions but slowing economic growth drags,August 16 2018
Gold hits fresh 2017 lows as investors seek refuge elsewhere,August 16 2018
Smaller companies lead US stocks higher as Turkey fears ease,August 16 2018
Tech giants face hefty fines under Australia cyber laws,August 16 2018
Musk says Silver Lake Goldman advising on taking Tesla private,August 16 2018
Foreign tourists get surprise bonanza from Turkey woes,August 15 2018
Growth cools at Domino’s Pizza investors slice shares,August 15 2018
South Korea bans driving BMWs under recall due to fires,August 15 2018
China data shows economic momentum flagging,August 15 2018
BHP union extend labour talks at mammoth Chile copper mine,August 15 2018
Turkish lira crisis drags down Asian market,August 15 2018
PSX index ends negative tracking regional peers,August 15 2018
Quandary of Pakistan’s Carpet Industry,August 15 2018
Pakistan expresses solidarity with Turkey over currency crisis,August 15 2018
SBP revises restrictions imposed on advance payment against imports,August 15 2018
Greenback edges lower in value versus rupee,August 14 2018
Cotton price remains stable amid demand for better grades,August 14 2018
Oil prices dip as demand outlook dims; Iran sanctions provide some support,August 14 2018
Turkey pledges lira action to calm markets,August 14 2018
Saudi PIF has shown no interest in bankrolling Tesla buyout,August 14 2018
Empty shipyard and suicides as ‘Hyundai Town’ grapples with grim future,August 14 2018
Newest US sanctions against Russia hit an economic nerve,August 14 2018
Samsung may suspend operations at China mobile phone plant: report,August 14 2018
Malaysia seeks $35 million private jet linked to 1MDB scandal,August 14 2018
Lombok quake sends shudders through tourist industry,August 14 2018
Wildfire victims among those stung by Trump’s trade war,August 13 2018
Farmers in war-torn Afghanistan hit by worst drought in decades,August 13 2018
US students turn grief into tech startup after France attack,August 13 2018
S Arabia’s PIF has shown no interest in bankrolling Tesla buyout,August 13 2018
Tesla CEO Musk taunts short sellers amid legal scrutiny,August 13 2018
France fumes at proposed post-Brexit EU sea trade links,August 13 2018
The new miners: wave of cryptocurrency mining at colleges businesses raise hacking concerns,August 13 2018
Self-driving vehicles won’t only kill jobs. They will create them as well,August 13 2018
Airlines step up vegan gluten-free meals as travellers get really picky about airplane food,August 13 2018
Glyphosate under fire from San Francisco to Sri Lanka,August 13 2018
Growing Spokane sheds its sleepy city image,August 13 2018
‘Incentives for exporters preferential conduct can help reduce trade deficit’,August 13 2018
PSX remains range-bound up 337 points WoW,August 13 2018
SECP revamps REIT Regulations 2015,August 13 2018
CMDR committee prepares roadmap for PSX development,August 13 2018
US inflation pressures rise in July; Fed on track to lift rates,August 13 2018
Shrinking stocks keeps prices firm at lint market past week,August 13 2018
Gold Futures speculation keep metal price compact,August 13 2018
Vaccine row erupts in Italy as populist govt seeks to ease rules,August 13 2018
Turkey shaken by financial fears Trump rattles it further,August 13 2018
Turkey’s lira crisis: How bad can it get?,August 12 2018
China says business ties with Iran no harm to any other country,August 12 2018
US Mexico NAFTA negotiators to resume talks next week: minister,August 12 2018
Bank sped up Manafort loan approval as CEO sought Trump cabinet job: witness,August 12 2018
PSX closes week negative amid range-bound trading,August 12 2018
NEPRA grants 4 new power generation licences,August 12 2018
Asian shares down on trade anxiety; lira rouble hit by economic worries,August 12 2018
SECP seeks comments on Draft General Takaful Accounting Regulations 2018,August 12 2018
SECP for increasing claim amount for road accident victims,August 12 2018
Oil edges up on Iran sanctions but trade disputes dent demand outlook,August 12 2018
Dollar closes flat in value versus domestic unit,August 11 2018
Yellow metal price inches higher on hedging speculation,August 11 2018
Lint prices remained firm on demand shrinking of better grades,August 11 2018
Japan’s economy rebounds on brisk spending but trade rifts cloud outlook,August 11 2018
At bargain prices European banks attract value-hungry investors,August 11 2018
Trade war threatens reign of luxury stocks,August 11 2018
At ‘America First Energy Conference’ solar power is dumb climate change is fake,August 11 2018
Turkey’s Erdogan dismisses lira fears says ‘we have our God’,August 11 2018
US curbs on banks would be act of economic war: Russian PM,August 11 2018
Samsung unveils newest smartphone hoping for sales boost,August 11 2018
Asian markets mostly up as dealers take China tariffs in stride,August 10 2018
Cement scrips drive PSX index higher,August 10 2018
Oil prices rebound after heavy declines over trade dispute,August 10 2018
Nepra imposes Rs 5m fine on Genco-II for power breakdowns,August 10 2018
UBG group confirms support for BMG in KCCI’s annual election,August 10 2018
SECP holds workshop on insurtech for inclusive insurance,August 10 2018
Buying in second grade of lint remains moderate amid shrinking stocks,August 10 2018
Greenback closes flat in value versus domestic unit,August 10 2018
Yellow metal price regains value on prospective hedging Gold futures,August 10 2018
China stock rally helps steady nerves Russian rouble skids,August 10 2018
Chances rise of ‘no deal’ Brexit that would hit sterling,August 10 2018
Japan machinery orders tumble fuel doubts on capex,August 10 2018
Apple says it is monitoring Infowars app for content violations,August 10 2018
Hungry for growth food makers seek new flavor of CEO,August 10 2018
NYC moves to rein in Uber with cap on ride-hail vehicles,August 10 2018
Japan says Mazda Suzuki Yamaha Motor carried out improper testing,August 10 2018
PSX closes negative amidst range-bound activity,August 10 2018
‘GDP growth likely to decline if Pakistan leaves IMF programme’,August 10 2018
SECP approves vital regulations for capital market and corporate governance,August 10 2018
Greenback remains unmoved in value versus domestic unit,August 10 2018
Palm oil imports up by 7.06pc to $2.039bn,August 9 2018
Pakistan to get over $200 million after signing FTA with Thailand,August 9 2018
Wheat worth $236.3 million exported in FY2017-18,August 9 2018
World’s third largest TV manufacturer Hisence sets up plant in Pakistan,August 9 2018
Clearing operations for Summit Bank to continue smoothly: SBP,August 9 2018
Pakistan’s first private e-commerce payment system launched,August 9 2018
Oil prices steady on falling US crude stocks Iran sanctions,August 9 2018
Cash transactions still dominating e-payments in Pakistan,August 9 2018
Toshiba posts record quarterly profit on chip sale outlook unclear,August 9 2018
Apple tells lawmakers iPhones are not listening in on consumers,August 9 2018
Asian markets rally loses steam as trade fears dog investors,August 9 2018
Pakistan to decide whether to seek IMF bailout ‘by September’,August 9 2018
Most major Asian markets up as energy firms rise with oil prices,August 9 2018
PSX index closes marginally negative,August 9 2018
Trump warns world against business with Iran,August 9 2018
Oil rises ahead  of renewed US  sanctions against Iran,August 9 2018
Gold gains slightly as lower price levels induce buying,August 9 2018
Buyers execute forward deals amid moderate trading with firm physical prices,August 9 2018
Greenback gains some strength versus domestic unit,August 9 2018
Chinese tech ‘wolf’ Huawei stalks Apple and Samsung,August 9 2018
Hunting for ‘black gold’ in Albania’s lawless truffle trade,August 8 2018
Indonesia bets big on biodiesel to limit costs of oil imports,August 8 2018
Iran money changers reopen after 5-month absence amid crisis,August 8 2018
Danske Bank says to comply with money laundering probe,August 8 2018
Japan wage growth hits 21-year high signals pickup in household spending,August 8 2018
Chinese tech ‘wolf’ Huawei stalks Apple and Samsung,August 8 2018
Political uncertainties pose risk to Pakistan’s financial stability: SBP,August 8 2018
Asian markets rally after US gains yuan edges up,August 8 2018
PSX index closes positive amidst dull activity,August 8 2018
PTI govt to issue investment bonds for overseas Pakistanis says Asad Umar,August 8 2018
Going to IMF will be ‘disastrous’ for the country says Raza Rabbani,August 7 2018
Oil prices rise after Saudi output dips US drilling stalls,August 7 2018
Fine grades of cotton remains in demand amid firm physical prices,August 7 2018
Greenback remains flat in value versus domestic unit,August 7 2018
Yellow metal price remains under downward correction on Gold Futures,August 7 2018
Insurance companies approach Trump health plans cautiously,August 7 2018
North Korea urges US to drop sanctions as Seoul probes illicit coal shipments,August 7 2018
More change ahead for New York’s shrinking garment district,August 7 2018
New wave of mega LNG projects is approaching,August 7 2018
Gold extends rally from 17-month low stronger dollar caps gains,August 7 2018
China’s Didi to invest $1 billion in its auto services platform,August 7 2018
Refusing to be cowed Somali opens country’s first dairy,August 7 2018
Stellar EU banks’ performance won’t last: analysts,August 7 2018
Invest in Pakistan lucrative economy,August 7 2018
Business moot to boost trade between Pakistan and Europe,August 7 2018
Chip labour: Robots replace waiters in China restaurant,August 7 2018
Wall Street eyes more gains from Apple its $1 trillion stock,August 7 2018
Are tech titans teetering atop the market?,August 7 2018
American boat makers feel the crunch from Trump tariffs,August 7 2018
Huawei in British spotlight over use of US firm’s software,August 7 2018
Canada ‘very keen’ on wrapping up year-old NAFTA talks,August 6 2018
Indonesia lobbies US to maintain special tariff treatment,August 6 2018
Exxon Mobil ‘close to discover’ oil reserves in Pakistan,August 6 2018
PSX index remains range-bound amid profit taking,August 6 2018
Bestway Cement expands production capacity at Farooqia,August 6 2018
Exhibition of food packaging products fetches $100m,August 6 2018
Asian countries concerned over ‘real threat’ of global trade,August 6 2018
Yellow metal price recovers on Gold Futures hedging,August 6 2018
Paucity of better lint grades keeps price in green during past week,August 6 2018
Germany tightens cash transfer rules as Iran seeks funds,August 6 2018
Bezos throws cash engineers at rocket programme as space race accelerates,August 5 2018
US tax cuts prompt rethink by some ‘inverted’ companies,August 5 2018
Facebook fakers get better at covering tracks security experts say,August 5 2018
China tariffs on LNG oil aim at US energy dominance agenda,August 5 2018
Race is on for second place after Apple’s $1 trillion valuation,August 5 2018
India’s Jet Airways warns staff time and funds are running out — source,August 5 2018
Asian markets swing after bruising week with trade centre stage,August 5 2018
PSX index ends positive amid range-bound trading,August 5 2018
Cement despatches grew by 5% in July 2018,August 5 2018
Local tiles industry struggling to stay afloat,August 5 2018
Oil supported as new hedges placed but rising global supplies weigh,August 4 2018
Master Motor Handed Over OGRA Compliant Vehicles to PSO for POL Transportation,August 4 2018
Yellow metal price remain under correction on Gold Futures,August 4 2018
Greenback remains flat in value versus domestic unit,August 4 2018
Toyota posts record Q1 net profit maintains full-year forecast,August 4 2018
World sugar prices to end 2018 sharply lower as global glut weighs,August 4 2018
Trump proposes car-mileage rollback; states sue in protest,August 4 2018
GM seeks to exclude China-made Buick SUV from tariff,August 4 2018
Trade war heats up as China takes aim at 60bn in US goods,August 4 2018
Huawei sees smartphone shipments topping 200 million eyes world No. 1 rank,August 4 2018
Dockless bike-sharing start-up set to brave Sao Paulo streets,August 4 2018
China’s Huawei eyes smartphone summit after passing Apple,August 4 2018
China loses spot as world’s No 2 stock market: Bloomberg,August 4 2018
Apple reaches new landmark with $1 trillion valuation,August 4 2018
Asian markets’ losses build on fears over brewing trade war,August 4 2018
RCCI comes forward to promote Pakistan’s trade,August 4 2018
Financials drag sentiments down at PSX index closes in red,August 4 2018
POL sales drop by 14% in July,August 4 2018
HBL declares Rs 8bn after tax profit in H12018,August 4 2018
SECP registered 1076 companies in July,August 4 2018
Demand for better grades keeps prices firm at lint market,August 3 2018
Greenback closes flat in value versus rupee,August 3 2018
Yellow metal price remains under downward correction on dull demand hedging,August 3 2018
ASEAN asked to brace amid trade feuds repel protectionism,August 3 2018
Weather woes ravage Europe’s wheat fields markets race higher,August 3 2018
Grab raises $1bn to expand in Indonesia eyes more funds,August 3 2018
Run your dishwasher when the sun shines — dynamic power pricing grows,August 3 2018
Volkwagen’s SEAT Arona and Ibiza get class-first digital dials,August 3 2018
Spain taxi strike over Uber ends after six-day standstill,August 3 2018
Siemens sees lower profit but books more big-ticket orders,August 3 2018
Asian stocks mixed as traders keep tabs on China-US trade ro,August 2 2018
MCB announces half yearly financial results,August 2 2018
PSX Index ends positive amid range-bound trading,August 2 2018
Pakistan’s headline inflation rate surges in July,August 2 2018
UK factories lose steam on eve of Bank of England rate decision,August 2 2018
Lint trading remains selective amid adjustment in physical prices,August 2 2018
Greenback stands lower in value versus domestic unit,August 2 2018
Yellow metal price recovers on hedging speculation,August 2 2018
Huawei overtakes Apple to become world’s second biggest smartphone vendor,August 2 2018
Inflation gas prices tariffs squeeze consumers,August 2 2018
Burger on wheels: Saudis try once ‘lowly’ jobs as economy bites,August 2 2018
China Baidu’s second quarter exceeds expectations powered by ad sales growth,August 2 2018
India’s Flipkart unveils loyalty programme to counter Amazon Prime,August 2 2018
Volkswagen sees profit rise but warn son protectionism,August 2 2018
Rio shareholders get bumper return after profit hike,August 2 2018
Asia stocks mixed after Bank of Japan policy decision,August 2 2018
Saudi Aramco deal throws IPO further into doubt,August 2 2018
PSX index closes deep in red on profit taking,August 2 2018
Uber expands insurance coverage for drivers across Pakistan,August 2 2018
Buying in old crop on higher side on grade issue amid firm physical prices at lint market,August 2 2018
Greenback edges lower in value versus domestic unit,August 1 2018
Yellow metal price remains under downward correction on dull Gold Futures,August 1 2018
Samsung Elec profit growth slows as Galaxy S9 misses sales targets,August 1 2018
Bank of Japan tweaks monetary policy with inflation target distant,August 1 2018
Fed set to hold interest rates steady remains on track for more hikes,August 1 2018
How US tariffs on China minerals could hurt industry consumers,August 1 2018
Japanese airlines sink on higher fuel costs,August 1 2018
Standard Chartered profits up 34 percent in first half of year,August 1 2018
Iran currency drops 18% in two days,August 1 2018
Nokia to help with T-Mobile superfast telecom network,August 1 2018
Asia stocks lower ahead of central bank meets,July 31 2018
PSX index sustains bullish momentum up 770 points,July 31 2018
Phone monopoly is big prize in Ethiopia sell-off,July 31 2018
Oil prices edge higher but trade row caps gains,July 31 2018
Singapore’s offshore industry recovering but no return to glory days,July 31 2018
Better grades of lint remains in demand amid firm physical prices,July 31 2018
Yellow metal price sustains firm trend on hedging short term deals,July 31 2018
KMBL Allied Solar ink deal to facilitate customers,July 31 2018
French luxury giants dive into Silicon Valley,July 31 2018
US firms seeking Trump’s steel tariff waiver face a backlash,July 31 2018
A German export hit losing favour at home,July 31 2018
How BP found shale profits with ‘crystal ball’ oilfield technology,July 31 2018
UK’s Hunt welcomes China’s offer of talks on post-Brexit trade deal,July 31 2018
Stripping zeros not the answer to save Venezuelan economy say analysts,July 31 2018
Record drought grips Germany’s breadbasket,July 31 2018
Koch network says Donald Trump’s trade tariffs are causing long-term damage,July 31 2018
Soaring production: Kabul kite makers prepare for the flying season,July 31 2018
China’s stocks regulator sets legal framework to expel firms that pollute or make fake vaccines,July 31 2018
Madrid taxis join Barcelona strike against Uber,July 31 2018
Bank of Japan caught between Trump and a hard place must also confront ghosts of its past,July 31 2018
Can Vietnam take Singapore’s stock market crown?,July 30 2018
Why Donald Trump’s record-breaking trade aid for farmers could fail,July 30 2018
Death of Fiat Chrysler chief focuses spotlight on CEO health,July 30 2018
Cuba to study whether climate change is hurting sugar harvests,July 30 2018
Economy dollar trade key to US stocks’ global edge,July 30 2018
Twitter warns fake account purge to keep erasing users shares drop 19 percent,July 30 2018
PSX index rallies as fears of a hung parliament subside,July 30 2018
PIAF pins high hope on new govt,July 30 2018
Yellow metal price remains on correction closes range-bound,July 30 2018
Traders representatives say Imran’s victory a ray of hope for Pakistan,July 30 2018
Grade issue keeps buying selective at cotton market past week,July 29 2018
Trump hails US economic growth spurt promises more ahead,July 29 2018
Dish chairman Charlie Ergen is running out of time on his $20bn bet,July 29 2018
Elon Musk: the volatile visionary at risk of steering Tesla off the road,July 29 2018
Trump administration working on consumer data privacy policy,July 29 2018
City Council aims to make New York first US city to cap Uber others,July 29 2018
China’s stocks regulator sets legal framework to expel firms that pollute or make fake vaccines,July 29 2018
As Hyundai struggles its labour union shows signs of softening,July 29 2018
US touts EU trade truce,July 29 2018
Bulls maintains control at PSX up 697 points,July 29 2018
Oil markets ease after three days of gains,July 28 2018
Cotton trading remains selective on general price adjustment,July 28 2018
Greenback edges lower in value versus domestic unit,July 28 2018
Yellow metal price remains depressed wary on Futures dull hedging,July 28 2018
Zuckerberg loses more than $15 billion in record Facebook fall,July 28 2018
Trump pledge EU to become big importer of US gas met with skepticism,July 28 2018
Somaliland eyes key Red Sea trade role with Berbera port,July 28 2018
China says still open to talks on scrapped Qualcomm-NXP takeover,July 28 2018
Grab defends position in Uber deal to Singapore’s anti-monopoly watchdog,July 28 2018
Ukraine plane maker turns West with Boeing tie-up,July 28 2018
Facebook shares sink on perfect storm of bad news,July 27 2018
Asian stocks slip despite US EU plan to ease trade tensions,July 27 2018
Concerns linger in Europe after US-EU trade truce,July 27 2018
Trump touts trade win in Illinois steel town as others lose,July 27 2018
PSX index closes higher as market cheers successful elections,July 27 2018
Oil prices rise as Saudi Arabia suspends shipments through Red Sea lane,July 27 2018
Futures speculation buyers’ interest help yellow metal price to recover value,July 27 2018
Greenback edges lower in value versus domestic unit,July 27 2018
Buying in second grade of lint remains moderate amid shrinking stocks,July 27 2018
Facing low inflation BOJ to mull steps to make stimulus sustainable,July 27 2018
Where now for Venezuela with 1000000% inflation?,July 27 2018
What bubble? China’s record-breaking venture capitalists charge ahead,July 27 2018
Qualcomm’s $44 billion NXP offer deadline passes no word from China,July 27 2018
Hyundai Motor’s net profit down 14 percent on strong won,July 27 2018
Airbus shares hit record after core profit tops forecasts,July 27 2018
Asian markets eke out gains amid trade war fears,July 27 2018
How Iraq’s agricultural heartland is dying of thirst,July 27 2018
Trump wants $12 billion in aid to US farmers,July 27 2018
Iran replaces central bank chief as economy faces crisis,July 27 2018
Deutsche Bank says big-bang restructuring on track,July 27 2018
Oil prices rise for 2nd day buoyed by fall in US inventories,July 26 2018
Amazon expands in Cape Town stepping up cloud rivalry with Microsoft,July 26 2018
For US pot companies Canada is the land of opportunity,July 26 2018
These are the world’s most expensive Airbnb cities,July 26 2018
UAE port operator signs deal for logistics hub in Mali,July 26 2018
EU’s Juncker says ‘not very optimistic’ about Trump trade talks,July 26 2018
Apple supplier LG Display slashes investment plans as losses mount,July 26 2018
Asia markets gain as earnings reports loom,July 26 2018
SECP NACTA vow to combat terror financing money laundering,July 26 2018
Oil steady as US-Iran row balances trade worries,July 26 2018
PSX Index ends positive ahead of Election Day,July 25 2018
Urea off-take declines 43% YoY in June,July 25 2018
MCB Bank and ACE Money Transfer award new car to home remittance campaign winner,July 25 2018
Yellow metal price remains dull on correction buyers’ lull interest,July 25 2018
Greenback remains flat in value versus domestic unit,July 25 2018
Buyers strengthen positions amid depleting better lots at cotton market,July 25 2018
Trade war risk to dominate BRICS summit in S Africa,July 25 2018
Zimbabwe economy desperate for election turn-around,July 25 2018
Rising oil revenues lift outlook for Gulf finances but not growth,July 25 2018
Google parent Alphabet sees record highs despite EU fine,July 25 2018
Stimulus measures push Chinese shares higher,July 25 2018
Britain proposes tougher foreign takeover rules to protect national security,July 25 2018
Asian markets slide as trade and currency war fears deepen,July 25 2018
KSE-100 Index declines to 40464 points level down by 1.84 percent,July 25 2018
